facility_id,month_year,ndc11,reference_number,tae_spend,vendor_name
714819,2025-06,65219047410,12395051,240.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,,421183299,368.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,,421183300,204.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,,421183301,82.4,"FRESENIUS KABI USA, LLC"
714819,2025-07,63323062610,11319858,80.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,63323087074,11756377,56.4,"FRESENIUS KABI USA, LLC"
714819,2025-07,65219046850,421084613,600.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,65219047030,420704583,93.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,65219047220,12395049,66.0,"FRESENIUS KABI USA, LLC"
714819,2025-07,65219047410,12395051,240.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219045830,421064697,99.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219046660,421084611,90.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219046850,421084613,900.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219047030,420704583,744.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219047220,12395049,132.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219047410,12395051,240.0,"FRESENIUS KABI USA, LLC"
714819,2025-08,65219047910,420787916,1175.0,"FRESENIUS KABI USA, LLC"
714819,2025-09,,421183299,184.0,"FRESENIUS KABI USA, LLC"
714819,2025-09,63323087074,11756377,56.4,"FRESENIUS KABI USA, LLC"
714819,2025-09,65219046850,421084613,900.0,"FRESENIUS KABI USA, LLC"
714819,2025-09,65219047220,12395049,132.0,"FRESENIUS KABI USA, LLC"
714819,2025-09,65219047410,12395051,640.0,"FRESENIUS KABI USA, LLC"
714819,2025-09,65219047910,420787916,752.0,"FRESENIUS KABI USA, LLC"
714819,2025-10,,421183301,41.2,"FRESENIUS KABI USA, LLC"
714819,2025-10,63323087074,11756377,56.4,"FRESENIUS KABI USA, LLC"
714819,2025-10,65219046020,421064701,36.0,"FRESENIUS KABI USA, LLC"
714819,2025-10,65219046850,421084613,900.0,"FRESENIUS KABI USA, LLC"
714819,2025-10,65219047220,12395049,132.0,"FRESENIUS KABI USA, LLC"
714819,2025-10,65219047410,12395051,880.0,"FRESENIUS KABI USA, LLC"
714819,2025-10,65219047910,420787916,282.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,,421183301,41.2,"FRESENIUS KABI USA, LLC"
714819,2025-11,,421183299,184.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,63323017876,10907278,30.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,63323086910,11756373,112.8,"FRESENIUS KABI USA, LLC"
714819,2025-11,63323087074,11756377,56.4,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219000601,12121078,172.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219045660,421023672,95.4,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219046850,421084613,450.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219047220,12395049,132.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219047410,12395051,520.0,"FRESENIUS KABI USA, LLC"
714819,2025-11,65219047910,420787916,564.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,,421183301,82.4,"FRESENIUS KABI USA, LLC"
714819,2025-12,63323086910,11756373,112.8,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219046020,421064701,36.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219046660,421084611,180.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219046850,421084613,450.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219047220,12395049,132.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219047410,12395051,1040.0,"FRESENIUS KABI USA, LLC"
714819,2025-12,65219047910,420787916,752.0,"FRESENIUS KABI USA, LLC"
715183,2024-11,65219047410,12395051,350.0,UNKNOWN
715183,2025-09,65219047220,12395049,3100.0,UNKNOWN
715183,2025-11,65219047220,12395049,620.0,UNKNOWN
718510,2024-03,63323082476,11329177,39.26,"MEDLINE INDUSTRIES, LP"
718510,2024-04,63323017876,10907278,63.97,"MEDLINE INDUSTRIES, LP"
718510,2025-07,65219047910,420787916,361.05,MCKESSON MEDICAL-SURGICAL INC.
729542,2025-09,65219047910,420787916,330.0,"MEDLINE INDUSTRIES, LP"
731053,2025-05,65219047220,12395049,223.0,MCKESSON CORPORATION
731053,2025-05,65219047410,12395051,152.0,MCKESSON CORPORATION
731053,2025-09,65219047410,12395051,380.0,MCKESSON CORPORATION
734311,2025-06,65219047410,12395051,71.0,MCKESSON CORPORATION
734311,2025-09,65219047410,12395051,36.0,MCKESSON CORPORATION
742130,2025-03,63323087074,11756377,403.7,HOSPITALS SERVICES EXPENSES
742130,2025-04,63323087074,11756377,183.5,HOSPITALS SERVICES EXPENSES
742133,2025-04,63323087074,11756377,110.1,HOSPITALS SERVICES EXPENSES
742134,2025-03,63323087074,11756377,183.5,HOSPITALS SERVICES EXPENSES
742134,2025-04,63323087074,11756377,110.10000000000001,HOSPITALS SERVICES EXPENSES
742233,2025-01,65219047410,12395051,0.0,MCKESSON MEDICAL-SURGICAL INC.
745175,2024-05,63323087310,11756378,68.97,BAXTER HEALTHCARE CORPORATION
745175,2024-07,63323087310,11756378,68.97,BAXTER HEALTHCARE CORPORATION
745175,2024-08,63323087310,11756378,68.97,BAXTER HEALTHCARE CORPORATION
745175,2024-09,63323087310,11756378,68.97,BAXTER HEALTHCARE CORPORATION
745175,2025-09,63323087310,11756378,74.25,BAXTER HEALTHCARE CORPORATION
749624,2025-05,65219047220,12395049,371.0,MCKESSON CORPORATION
749624,2025-05,65219047410,12395051,293.0,MCKESSON CORPORATION
759589,2025-03,63323087074,11756377,7.34,HOSPITALS SERVICES EXPENSES
759590,2025-03,63323087074,11756377,36.7,HOSPITALS SERVICES EXPENSES
761101,2025-05,65219047220,12395049,1423.0,MCKESSON CORPORATION
765013,2024-11,63323017876,10907278,28.5,"FRESENIUS KABI, LLC"
765013,2024-11,63323062610,11319858,80.0,"FRESENIUS KABI, LLC"
765013,2024-11,63323082475,11329176,41.0,"FRESENIUS KABI, LLC"
765013,2024-11,63323086910,11756373,80.4,"FRESENIUS KABI, LLC"
765013,2024-11,63323087074,11756377,168.0,"FRESENIUS KABI, LLC"
765013,2024-11,65219011810,420586437,395.2,"FRESENIUS KABI, LLC"
765013,2024-11,65219014410,420586440,182.1,"FRESENIUS KABI, LLC"
765013,2024-11,65219038910,420668090,522.0,"FRESENIUS KABI, LLC"
765013,2024-11,65219046020,421064701,350.4,"FRESENIUS KABI, LLC"
765013,2024-11,65219047030,420704583,4401.9,"FRESENIUS KABI, LLC"
765013,2024-11,65219047220,12395049,4285.0,"FRESENIUS KABI, LLC"
765013,2024-11,65219047410,12395051,10217.3,"FRESENIUS KABI, LLC"
765013,2024-11,65219047910,420787916,10450.0,"FRESENIUS KABI, LLC"
765013,2024-12,63323062610,11319858,40.0,"FRESENIUS KABI, LLC"
765013,2024-12,63323082475,11329176,41.0,"FRESENIUS KABI, LLC"
765013,2024-12,63323086910,11756373,53.6,"FRESENIUS KABI, LLC"
765013,2024-12,63323087074,11756377,63.0,"FRESENIUS KABI, LLC"
765013,2024-12,65219011810,420586437,197.6,"FRESENIUS KABI, LLC"
765013,2024-12,65219014410,420586440,60.7,"FRESENIUS KABI, LLC"
765013,2024-12,65219021850,12187703,5796.0,"FRESENIUS KABI, LLC"
765013,2024-12,65219022010,12187705,9720.0,"FRESENIUS KABI, LLC"
765013,2024-12,65219038910,420668090,738.5,"FRESENIUS KABI, LLC"
765013,2024-12,65219046020,421064701,403.2,"FRESENIUS KABI, LLC"
765013,2024-12,65219047030,420704583,4712.4,"FRESENIUS KABI, LLC"
765013,2024-12,65219047220,12395049,1848.0,"FRESENIUS KABI, LLC"
765013,2024-12,65219047410,12395051,4247.6,"FRESENIUS KABI, LLC"
765013,2024-12,65219047720,421079338,429.6,"FRESENIUS KABI, LLC"
765013,2024-12,65219047910,420787916,6200.400000000001,"FRESENIUS KABI, LLC"
765013,2025-01,63323017876,10907278,27.0,"FRESENIUS KABI, LLC"
765013,2025-01,63323062610,11319858,108.0,"FRESENIUS KABI, LLC"
765013,2025-01,63323068610,12233541,36.5,"FRESENIUS KABI, LLC"
765013,2025-01,63323082475,11329176,119.0,"FRESENIUS KABI, LLC"
765013,2025-01,63323086910,11756373,50.8,"FRESENIUS KABI, LLC"
765013,2025-01,65219011810,420586437,152.0,"FRESENIUS KABI, LLC"
765013,2025-01,65219014410,420586440,60.8,"FRESENIUS KABI, LLC"
765013,2025-01,65219045830,421064697,94.2,"FRESENIUS KABI, LLC"
765013,2025-01,65219046020,421064701,403.2,"FRESENIUS KABI, LLC"
765013,2025-01,65219047410,12395051,720.0,"FRESENIUS KABI, LLC"
765013,2025-01,65219047720,421079338,71.6,"FRESENIUS KABI, LLC"
765013,2025-02,63323062610,11319858,36.0,"FRESENIUS KABI, LLC"
765013,2025-02,63323086910,11756373,50.8,"FRESENIUS KABI, LLC"
765013,2025-02,65219038910,420668090,52.6,"FRESENIUS KABI, LLC"
765013,2025-02,65219045830,421064697,388.8,"FRESENIUS KABI, LLC"
765013,2025-02,65219047910,420787916,1356.8,"FRESENIUS KABI, LLC"
765013,2025-11,65219047030,420704583,121.5,"FRESENIUS KABI, LLC"
765013,2025-11,65219047220,12395049,94.2,"FRESENIUS KABI, LLC"
765013,2025-12,65219047030,420704583,121.2,"FRESENIUS KABI, LLC"
765314,2025-03,65219047410,12395051,332.5,MCKESSON MEDICAL-SURGICAL INC.
775708,2025-03,65219047410,12395051,75.0,MCKESSON CORPORATION
777284,2025-04,65219047410,12395051,100.0,"FRESENIUS KABI, LLC"
777284,2025-04,65219047910,420787916,376.0,"FRESENIUS KABI, LLC"
777284,2025-07,65219047910,420787916,282.0,"FRESENIUS KABI, LLC"
777284,2025-08,65219047910,420787916,235.0,"FRESENIUS KABI, LLC"
777284,2025-09,65219047410,12395051,200.0,"FRESENIUS KABI, LLC"
777284,2025-09,65219047910,420787916,117.5,"FRESENIUS KABI, LLC"
777284,2025-10,65219047910,420787916,141.0,"FRESENIUS KABI, LLC"
777284,2025-11,,421183299,591.74,"MEDLINE INDUSTRIES, LP"
777284,2025-11,65219045830,421064697,99.5,"MEDLINE INDUSTRIES, LP"
777284,2025-11,65219046020,421064701,72.36,"MEDLINE INDUSTRIES, LP"
777284,2025-11,65219046850,421084613,753.75,"MEDLINE INDUSTRIES, LP"
777284,2025-11,65219047410,12395051,582.9,"MEDLINE INDUSTRIES, LP"
777284,2025-11,65219047910,420787916,1228.1100000000001,"MEDLINE INDUSTRIES, LP"
777284,2025-12,,421183299,369.47,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219045830,421064697,99.5,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219046660,421084611,361.8,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219047220,12395049,198.82999999999998,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219047410,12395051,883.96,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219047720,421079338,43.22,"MEDLINE INDUSTRIES, LP"
777284,2025-12,65219047910,420787916,1322.51,"MEDLINE INDUSTRIES, LP"
778115,2025-03,65219047410,12395051,30.0,MCKESSON CORPORATION
781795,2025-06,,421183301,103.0,"MEDLINE INDUSTRIES, LP"
781795,2025-06,65219046660,421084611,1080.0,"MEDLINE INDUSTRIES, LP"
781795,2025-06,65219046850,421084613,750.0,"MEDLINE INDUSTRIES, LP"
781795,2025-06,65219047030,420704583,1348.5,"MEDLINE INDUSTRIES, LP"
781795,2025-06,65219047220,12395049,330.0,"MEDLINE INDUSTRIES, LP"
781795,2025-07,,421183301,370.79999999999995,"MEDLINE INDUSTRIES, LP"
781795,2025-07,63323062610,11319858,220.0,"MEDLINE INDUSTRIES, LP"
781795,2025-07,63323086910,11756373,141.0,"MEDLINE INDUSTRIES, LP"
781795,2025-07,65219014410,420586440,201.0,"MEDLINE INDUSTRIES, LP"
781795,2025-07,65219046450,421064699,79.5,"MEDLINE INDUSTRIES, LP"
781795,2025-07,65219046850,421084613,450.0,"MEDLINE INDUSTRIES, LP"
781795,2025-07,65219047030,420704583,1674.0,"MEDLINE INDUSTRIES, LP"
781795,2025-08,,421183301,164.8,"MEDLINE INDUSTRIES, LP"
781795,2025-08,65219014410,420586440,335.0,"MEDLINE INDUSTRIES, LP"
781795,2025-08,65219046450,421064699,79.5,"MEDLINE INDUSTRIES, LP"
781795,2025-08,65219046660,421084611,900.0,"MEDLINE INDUSTRIES, LP"
781795,2025-08,65219046850,421084613,600.0,"MEDLINE INDUSTRIES, LP"
781795,2025-08,65219047030,420704583,1906.5,"MEDLINE INDUSTRIES, LP"
781795,2025-09,,421183301,329.6,"MEDLINE INDUSTRIES, LP"
781795,2025-09,65219046660,421084611,810.0,"MEDLINE INDUSTRIES, LP"
781795,2025-09,65219046850,421084613,1725.0,"MEDLINE INDUSTRIES, LP"
781795,2025-09,65219047030,420704583,1953.0,"MEDLINE INDUSTRIES, LP"
781795,2025-10,63323062610,11319858,100.0,"MEDLINE INDUSTRIES, LP"
781795,2025-10,65219014410,420586440,402.0,"MEDLINE INDUSTRIES, LP"
781795,2025-10,65219046660,421084611,360.0,"MEDLINE INDUSTRIES, LP"
781795,2025-10,65219046850,421084613,825.0,"MEDLINE INDUSTRIES, LP"
781795,2025-10,65219047030,420704583,1488.0,"MEDLINE INDUSTRIES, LP"
781795,2025-11,,421183301,123.6,"MEDLINE INDUSTRIES, LP"
781795,2025-11,65219014210,420586439,75.8,"MEDLINE INDUSTRIES, LP"
781795,2025-11,65219014410,420586440,167.5,"MEDLINE INDUSTRIES, LP"
781795,2025-11,65219046850,421084613,450.0,"MEDLINE INDUSTRIES, LP"
781795,2025-11,65219047030,420704583,1302.0,"MEDLINE INDUSTRIES, LP"
781795,2025-12,,421183301,247.20000000000002,"MEDLINE INDUSTRIES, LP"
781795,2025-12,65219014410,420586440,134.0,"MEDLINE INDUSTRIES, LP"
781795,2025-12,65219046660,421084611,1260.0,"MEDLINE INDUSTRIES, LP"
781795,2025-12,65219046850,421084613,1425.0,"MEDLINE INDUSTRIES, LP"
781795,2025-12,65219047030,420704583,1534.5,"MEDLINE INDUSTRIES, LP"
781795,2025-12,65219047220,12395049,924.0,"MEDLINE INDUSTRIES, LP"
792854,2024-03,63323082476,11329177,47.07,"MEDLINE INDUSTRIES, LP"
793732,2025-05,65219047220,12395049,94.0,MCKESSON CORPORATION
793732,2025-06,65219047220,12395049,-94.0,MCKESSON CORPORATION
797303,2024-10,63323017876,10907278,744.0,"FRESENIUS KABI USA, LLC"
797303,2024-10,63323082475,11329176,87.28,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
797303,2024-10,65219021850,12187703,2898.0,"FRESENIUS KABI USA, LLC"
797303,2024-10,65219022010,12187705,1944.0,"FRESENIUS KABI USA, LLC"
797303,2024-10,65219022225,12163983,4968.0,"FRESENIUS KABI USA, LLC"
797303,2024-10,65219022450,12163985,1039.2,"FRESENIUS KABI USA, LLC"
797303,2024-10,65219047410,12395051,3108.0,"FRESENIUS KABI USA, LLC"
797303,2024-11,63323082474,11329175,119.02,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
797303,2024-11,65219047410,12395051,1566.0,"FRESENIUS KABI USA, LLC"
797303,2024-12,65219047910,420787916,596.0,"FRESENIUS KABI USA, LLC"
799027,2025-09,63323087310,11756378,24.75,CARDINAL HEALTH 213 INC
799225,2025-03,65219047410,12395051,190.0,MCKESSON CORPORATION
799225,2025-05,65219047220,12395049,222.0,MCKESSON CORPORATION
799963,2024-10,63323017876,10907278,209.6,"FRESENIUS KABI, LLC"
799963,2024-10,63323053075,11380572,125.4,"FRESENIUS KABI, LLC"
799963,2024-10,63323062610,11319858,2831.4,"FRESENIUS KABI, LLC"
799963,2024-10,63323082474,11329175,1845.0,"FRESENIUS KABI, LLC"
799963,2024-10,63323082476,11329177,2106.0,"FRESENIUS KABI, LLC"
799963,2024-10,63323086910,11756373,3778.8,"FRESENIUS KABI, LLC"
799963,2024-10,63323086974,11756374,924.0,"FRESENIUS KABI, LLC"
799963,2024-10,63323087010,11756376,3891.6,"FRESENIUS KABI, LLC"
799963,2024-10,63323087074,11756377,3864.0,"FRESENIUS KABI, LLC"
799963,2024-10,63323087310,11756378,620.4,"FRESENIUS KABI, LLC"
799963,2024-10,65219011810,420586437,4643.6,"FRESENIUS KABI, LLC"
799963,2024-10,65219011910,420586438,1086.8,"FRESENIUS KABI, LLC"
799963,2024-10,65219014210,420586439,691.6,"FRESENIUS KABI, LLC"
799963,2024-10,65219014410,420586440,5705.8,"FRESENIUS KABI, LLC"
799963,2024-10,65219014810,420586442,1086.8,"FRESENIUS KABI, LLC"
799963,2024-10,65219015310,420586445,691.6,"FRESENIUS KABI, LLC"
799963,2024-10,65219022010,12187705,12960.0,"FRESENIUS KABI, LLC"
799963,2024-10,65219022225,12163983,38419.2,"FRESENIUS KABI, LLC"
799963,2024-10,65219022450,12163985,48236.2,"FRESENIUS KABI, LLC"
799963,2024-10,65219024050,12163959,86264.0,"FRESENIUS KABI, LLC"
799963,2024-10,65219038905,420586452,2700.0,"FRESENIUS KABI, LLC"
799963,2024-10,65219038910,420668090,116762.4,"FRESENIUS KABI, LLC"
799963,2024-10,65219047410,12395051,20640.0,"FRESENIUS KABI, LLC"
799963,2024-10,65219047910,420787916,7128.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323017876,10907278,524.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323053075,11380572,1045.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323062610,11319858,3393.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323062655,11319861,543.4,"FRESENIUS KABI, LLC"
799963,2024-11,63323066910,12233537,730.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323068310,12233539,401.5,"FRESENIUS KABI, LLC"
799963,2024-11,63323068610,12233541,730.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323068810,12233543,522.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323082474,11329175,2138.4,"FRESENIUS KABI, LLC"
799963,2024-11,63323082475,11329176,209.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323082476,11329177,577.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323086910,11756373,5188.8,"FRESENIUS KABI, LLC"
799963,2024-11,63323086974,11756374,1092.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323087010,11756376,2538.0,"FRESENIUS KABI, LLC"
799963,2024-11,63323087074,11756377,7288.8,"FRESENIUS KABI, LLC"
799963,2024-11,63323087310,11756378,902.4,"FRESENIUS KABI, LLC"
799963,2024-11,65219011810,420586437,33.5,"FRESENIUS KABI, LLC"
799963,2024-11,65219011910,420586438,1086.8,"FRESENIUS KABI, LLC"
799963,2024-11,65219014210,420586439,1383.2,"FRESENIUS KABI, LLC"
799963,2024-11,65219014410,420586440,2428.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219014810,420586442,1086.8,"FRESENIUS KABI, LLC"
799963,2024-11,65219015310,420586445,1383.2,"FRESENIUS KABI, LLC"
799963,2024-11,65219024050,12163959,47385.6,"FRESENIUS KABI, LLC"
799963,2024-11,65219038905,420586452,5764.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219038910,420668090,25109.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219047030,420704583,1962.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219047220,12395049,2300.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219047410,12395051,10320.0,"FRESENIUS KABI, LLC"
799963,2024-11,65219047910,420787916,4158.0,"FRESENIUS KABI, LLC"
799963,2024-12,63323017876,10907278,1048.0,"FRESENIUS KABI, LLC"
799963,2024-12,63323053075,11380572,2926.0,"FRESENIUS KABI, LLC"
799963,2024-12,63323062610,11319858,327.6,"FRESENIUS KABI, LLC"
799963,2024-12,63323062655,11319861,1086.8,"FRESENIUS KABI, LLC"
799963,2024-12,63323066910,12233537,511.0,"FRESENIUS KABI, LLC"
799963,2024-12,63323068310,12233539,1204.5,"FRESENIUS KABI, LLC"
799963,2024-12,63323068810,12233543,217.5,"FRESENIUS KABI, LLC"
799963,2024-12,63323082476,11329177,819.0,"FRESENIUS KABI, LLC"
799963,2024-12,63323087074,11756377,3675.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219011810,420586437,4742.4,"FRESENIUS KABI, LLC"
799963,2024-12,65219011910,420586438,2667.6,"FRESENIUS KABI, LLC"
799963,2024-12,65219014210,420586439,1383.2,"FRESENIUS KABI, LLC"
799963,2024-12,65219014410,420586440,607.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219014810,420586442,2667.6,"FRESENIUS KABI, LLC"
799963,2024-12,65219015310,420586445,1383.2,"FRESENIUS KABI, LLC"
799963,2024-12,65219022225,12163983,5520.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219038905,420586452,7205.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219038910,420668090,14770.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219047030,420704583,14715.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219047220,12395049,4600.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219047410,12395051,19092.0,"FRESENIUS KABI, LLC"
799963,2024-12,65219047720,421079338,13380.0,"FRESENIUS KABI, LLC"
799963,2025-01,63323053075,11380572,627.0,"FRESENIUS KABI, LLC"
799963,2025-01,63323062610,11319858,163.8,"FRESENIUS KABI, LLC"
799963,2025-01,65219022225,12163983,2760.0,"FRESENIUS KABI, LLC"
799963,2025-01,65219022450,12163985,2165.0,"FRESENIUS KABI, LLC"
799963,2025-01,65219047030,420704583,2223.6,"FRESENIUS KABI, LLC"
799963,2025-01,65219047410,12395051,2580.0,"FRESENIUS KABI, LLC"
799963,2025-04,63323087010,11756376,15588.0,"FRESENIUS KABI, LLC"
799963,2025-05,63323087010,11756376,8660.0,"FRESENIUS KABI, LLC"
799963,2025-10,65219046020,421064701,41.8,"FRESENIUS KABI, LLC"
800479,2025-04,63323086910,11756373,34.43,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
800479,2025-08,65219022225,12163983,128.09,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-02,63323087074,11756377,74.79,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-07,63323087310,11756378,34.05,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-10,63323086910,11756373,206.58,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-10,63323087074,11756377,50.44,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-10,65219047910,420787916,1788.0,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323017876,10907278,187.2,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323062610,11319858,188.0,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323082474,11329175,179.1,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323082476,11329177,70.5,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323086910,11756373,564.0,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323087074,11756377,84.0,"FRESENIUS KABI USA, LLC"
805555,2024-11,63323087310,11756378,56.4,"FRESENIUS KABI USA, LLC"
805555,2024-11,65219014410,420586440,121.4,"FRESENIUS KABI USA, LLC"
805555,2024-11,65219045830,421064697,238.8,"FRESENIUS KABI USA, LLC"
805555,2024-11,65219047220,12395049,932.0,"FRESENIUS KABI USA, LLC"
805555,2024-11,65219047410,12395051,125.85,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2024-11,65219047910,420787916,1490.0,"FRESENIUS KABI USA, LLC"
805555,2024-12,63323017876,10907278,218.4,"FRESENIUS KABI USA, LLC"
805555,2024-12,63323062610,11319858,117.5,"FRESENIUS KABI USA, LLC"
805555,2024-12,63323086910,11756373,282.0,"FRESENIUS KABI USA, LLC"
805555,2024-12,65219047720,421079338,2440.0,"FRESENIUS KABI USA, LLC"
805555,2025-01,63323017876,10907278,156.0,"FRESENIUS KABI USA, LLC"
805555,2025-01,63323062610,11319858,117.5,"FRESENIUS KABI USA, LLC"
805555,2025-01,63323086910,11756373,141.0,"FRESENIUS KABI USA, LLC"
805555,2025-01,65219014410,420586440,485.6,"FRESENIUS KABI USA, LLC"
805555,2025-01,65219046450,421064699,159.0,"FRESENIUS KABI USA, LLC"
805555,2025-02,63323062610,11319858,141.0,"FRESENIUS KABI USA, LLC"
805555,2025-02,63323082476,11329177,94.0,"FRESENIUS KABI USA, LLC"
805555,2025-03,63323068310,12233539,135.9,"FRESENIUS KABI USA, LLC"
805555,2025-03,63323086910,11756373,137.72,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2025-03,63323087074,11756377,183.5,"FRESENIUS KABI USA, LLC"
805555,2025-04,63323086910,11756373,447.59000000000003,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2025-07,63323053075,11380572,71.57,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
805555,2025-10,65219046020,421064701,44.52,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
807165,2025-04,65219047410,12395051,142.0,MCKESSON CORPORATION
808386,2024-05,65219047220,12395049,52.77,"CARDINAL HEALTH 110, LLC"
808386,2025-05,65219047910,420787916,70.23,MCKESSON MEDICAL-SURGICAL INC.
808405,2025-06,65219047030,420704583,93.0,"FRESENIUS KABI USA, LLC"
809618,2025-05,65219047410,12395051,374.0,MCKESSON CORPORATION
821414,2024-10,65219038905,420586452,288.2,"FRESENIUS KABI, LLC"
821414,2024-10,65219038910,420668090,147.7,"FRESENIUS KABI, LLC"
821414,2025-02,63323062600,11319852,89.5,"FRESENIUS KABI, LLC"
821537,2024-06,63323082474,11329175,184.5,"OWENS & MINOR DISTRIBUTION, INC."
821537,2025-05,63323082474,11329175,59.4,"FRESENIUS KABI, LLC"
821541,2025-12,65219022450,12163985,242.4,"FRESENIUS KABI, LLC"
821686,2025-08,65219022450,12163985,86.6,"FRESENIUS KABI, LLC"
824068,2025-10,63323017876,10907278,33.48,"CARDINAL HEALTH 414, LLC"
825968,2025-05,65219047410,12395051,36.0,MCKESSON CORPORATION
827637,2025-05,65219047220,12395049,427.0,MCKESSON CORPORATION
827637,2025-05,65219047410,12395051,71.0,MCKESSON CORPORATION
830005,2025-11,65219047410,12395051,36.0,MCKESSON CORPORATION
832204,2025-05,65219047410,12395051,67.0,MCKESSON CORPORATION
832582,2025-06,65219047410,12395051,98.0,MCKESSON CORPORATION
832582,2025-09,65219047410,12395051,98.0,MCKESSON CORPORATION
834810,2025-06,65219045830,421064697,64.5,"FRESENIUS KABI, LLC"
834810,2025-11,65219022450,12163985,40.4,"FRESENIUS KABI, LLC"
838533,2025-04,65219047410,12395051,76.0,MCKESSON CORPORATION
840182,2025-09,65219047030,420704583,80.0,"MEDLINE INDUSTRIES, LP"
843887,2025-10,,421183299,443.8,"MEDLINE INDUSTRIES, LP"
843887,2025-10,63323017876,10907278,60.3,"MEDLINE INDUSTRIES, LP"
843887,2025-10,63323053075,11380572,39.8,"MEDLINE INDUSTRIES, LP"
