transaction_date,reference_number,manufacturer_catalog_number,facility_vendor_catalog_num,facility_product_description,vendor_name,landed_spend,base_spend,quantity,pkg_uom
2024-01-20 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",5.27,5.27,2.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",293.04,293.04,108.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",18.99,18.99,7.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",8.14,8.14,3.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",13.57,13.57,5.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",54.27,54.27,20.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,24.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",127.44,127.44,36.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",10.62,10.62,3.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",3.54,3.54,1.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",141.6,141.6,40.0,EA
2025-02-08 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",10.62,10.62,3.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",84.96,84.96,24.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",28.32,28.32,8.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",17.7,17.7,5.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",424.8,424.8,120.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",10.62,10.62,3.0,EA
2025-12-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",97.68,97.68,36.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",27.13,27.13,10.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",8.14,8.14,3.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",18.99,18.99,7.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,24.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",260.48,260.48,96.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",293.04,293.04,108.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",5.43,5.43,2.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",5.43,5.43,2.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",8.14,8.14,3.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,24.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,1.0,CA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",13.57,13.57,5.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",130.24,130.24,48.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",13.57,13.57,5.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",18.99,18.99,7.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-05-24 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",130.24,130.24,48.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,24.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",10.85,10.85,4.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",32.56,32.56,12.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",2.71,2.71,1.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,24.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",162.8,162.8,60.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.71,21.71,8.0,EA
2024-08-11 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",54.27,54.27,20.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",27.1,27.1,10.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",108.4,108.4,40.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",195.12,195.12,72.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",5.42,5.42,2.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",325.6,325.6,10.0,CA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.68,21.68,8.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.26,16.26,6.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",5.42,5.42,2.0,EA
2024-05-12 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.04,65.04,24.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",3.54,3.54,1.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",35.4,35.4,10.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",339.84,339.84,96.0,EA
2025-07-16 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",84.96,84.96,24.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",11.71,11.71,3.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.81,7.81,2.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",374.79,374.79,96.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",15.62,15.62,4.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",31.23,31.23,8.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",15.62,15.62,4.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",11.71,11.71,3.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",15.62,15.62,4.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",27.33,27.33,7.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",140.55,140.55,3.0,CA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",11.71,11.71,3.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",31.23,31.23,8.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",136.64,136.64,35.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",31.23,31.23,8.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",23.43,23.43,6.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",19.52,19.52,5.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",195.21,195.21,50.0,EA
2025-06-03 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",19.52,19.52,5.0,EA
2024-05-21 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",65.12,65.12,2.0,CA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",42.48,42.48,12.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",28.32,28.32,8.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",14.16,14.16,4.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",42.48,42.48,12.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",42.48,42.48,12.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",84.96,84.96,24.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",28.32,28.32,8.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",21.24,21.24,6.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",24.78,24.78,7.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",17.7,17.7,5.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",7.08,7.08,2.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",10.62,10.62,3.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",424.8,424.8,120.0,EA
2025-11-27 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",17.7,17.7,5.0,EA
2024-07-09 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",13.57,13.57,5.0,EA
2024-07-09 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",16.28,16.28,6.0,EA
2025-01-18 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",97.68,97.68,36.0,EA
2025-02-22 00:00:00+00:00,40992,2F7114,07062F7114,IRRIGATION SOL STERILE WATER 1L BTL,"OWENS & MINOR DISTRIBUTION, INC.",254.88,254.88,72.0,EA
2025-10-05 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",40.05,39.265,15.0,EA
2025-10-05 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",53.4,52.353,20.0,EA
2024-12-08 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",2.73,2.676,1.0,EA
2024-12-08 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",51.87,50.853,19.0,EA
2024-12-08 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",2.73,2.676,1.0,EA
2024-08-04 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",70.98,69.588,26.0,EA
2025-05-18 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",96.12,94.235,36.0,EA
2025-09-07 00:00:00+00:00,40992,2F7114,BHL2F7114,S WATER 1000 PB IRR ST,"MEDLINE INDUSTRIES, LP",8.01,7.853,3.0,EA
