facility_id,month_year,reference_number,manufacturer_catalog_number,vendor_name,tae_spend,tae_units
PA2006,2025-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",327.78,6.0
709154,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",945.0,50.0
NC0019,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.53,1.0
KY0106,2025-11,34813,2D0737,"CARDINAL HEALTH 414, LLC",105.76,2.0
658415,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",220.5,7.0
693371,2024-10,34813,2D0737,HOSPITALS SERVICES EXPENSES,99.0,18.0
TN0186,2025-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.17,1.0
OH2067,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",238.03,7.0
NM2078,2024-03,34813,2D0737,"TRI-ANIM HEALTH SERVICES, INC.",273.0,3.0
OR2026,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",4815.9,90.0
NC0141,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",52.88,1.0
661206,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",405.631,12.0
WI2007,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",63.0,2.0
AP0339,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",5207.6900000000005,157.0
SC0047,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",1257.6000000000001,217.0
702754,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",2953.5,537.0
TX0058,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",267.65,5.0
MD0056,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",759.0,23.0
WA2013,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2591.12,49.0
669680,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",510.0,67.0
721175,2025-04,34813,2D0737,UNKNOWN,264.0,48.0
AB3154,2024-08,34813,2D0737,CARDINAL HEALTH 213 INC,272.70000000000005,54.0
IA2184,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",198.0,6.0
742281,2024-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",957.0,29.0
765270,2025-08,34813,2D0737,UNKNOWN,165.0,5.0
TX0651,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",3324.75,100.0
WA2042,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",53.49,1.0
658513,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",528.6800000000001,16.0
TX2425,2024-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",2100.46,40.0
WV0086,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",561.0,17.0
NY2306,2025-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",1269.12,24.0
669854,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",528.8,10.0
PA5025,2025-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",231.0,7.0
635987,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",21.0,4.0
VA0127,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",132.0,4.0
668178,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",106.98,2.0
837803,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",990.0,30.0
AE0844,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",166.5,5.0
CA2581,2024-05,34813,2D0737,"CARDINAL HEALTH 414, LLC",2115.2,40.0
CA2655,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",333.3,11.0
KY2006,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",4158.0,126.0
CA2653,2024-04,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",151.5,5.0
NC0074,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",99.0,3.0
MN2006,2024-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",33.0,6.0
WV0541,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",1485.2,40.0
TX0436,2025-08,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",833.5100000000001,17.0
TX2003,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1013.8400000000001,19.0
FL0186,2024-04,34813,2D0737,UNKNOWN,5668.839999999999,186.0
778569,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",134.0,4.0
799963,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",7986.0,242.0
669298,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",5781.0,205.0
TN0204,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",928.76,28.0
742127,2025-08,34813,2D0737,"CARDINAL HEALTH 414, LLC",105.76,2.0
MN5050,2025-10,34813,2D0737,"CARDINAL HEALTH 414, LLC",4785.0,870.0
723805,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1260.0,42.0
742132,2025-11,34813,2D0737,HOSPITALS SERVICES EXPENSES,99.0,18.0
NM2009,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",7128.67,464.0
IA2011,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2640.0,80.0
AE8637,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",1438.88,43.0
CA2043,2024-11,34813,2D0737,"CARDINAL HEALTH 200, LLC",153.0,5.0
AK2003,2024-11,34813,2D0737,"CARDINAL HEALTH 414, LLC",268.0,8.0
MA2170,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",660.0,20.0
TX0174,2025-02,34813,2D0737,UNKNOWN,66.0,2.0
WI2005,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",150.0,5.0
669854,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2009.4399999999998,38.0
759254,2024-10,34813,2D0737,UNKNOWN,330.0,10.0
653035,2024-06,34813,2D0737,"CARDINAL HEALTH 414, LLC",528.0,16.0
AF7574,2024-11,34813,2D0737,"CARDINAL HEALTH 200, LLC",326.7,9.0
841475,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",126.0,4.0
736316,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",423.04,8.0
702770,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",105.76,2.0
IA2037,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
OH2268,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",172.755,5.0
638396,2025-07,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",14003.22,433.0
CA0038,2024-11,34813,2D0737,MCKESSON MEDICAL-SURGICAL INC.,1394.0,40.0
NU2044,2024-03,34813,2D0737,"CARDINAL HEALTH 200, LLC",660.0,20.0
AE6957,2025-10,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,601.63,17.0
IL5045,2025-08,34813,2D0737,HOSPITALS SERVICES EXPENSES,3762.0,469.0
622409,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",106.26,2.0
844934,2025-01,34813,2D0737,"CARDINAL HEALTH 200, LLC",581.4000000000001,19.0
709156,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",935.0,172.0
FL2056,2024-09,34813,2D0737,"CARDINAL HEALTH 414, LLC",951.8399999999999,18.0
699297,2024-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",148.53,3.0
709154,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1820.0,74.0
MN2008,2025-12,34813,2D0737,"CARDINAL HEALTH 414, LLC",390.5,71.0
OH2017,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",1004.7199999999999,19.0
AG8745,2025-08,34813,2D0737,UNKNOWN,330.0,10.0
WV0036,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1947.0,59.0
657850,2025-03,34813,2D0737,UNKNOWN,1419.0,43.0
743634,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",924.0,28.0
IA2030,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
FL0111,2025-07,34813,2D0737,UNKNOWN,693.0,21.0
644705,2025-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",687.44,13.0
644705,2024-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",687.4399999999999,13.0
698861,2024-11,34813,2D0737,"CARDINAL HEALTH 200, LLC",49.31,1.0
AZ2044,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",4363.2,144.0
668178,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",53.36,1.0
655551,2025-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",459.0,15.0
NY2050,2024-03,34813,2D0737,"CARDINAL HEALTH 414, LLC",52.88,1.0
NH2001,2025-12,34813,2D0737,"CARDINAL HEALTH 200, LLC",264.0,8.0
CA3550,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",123.0,4.0
NH2001,2025-11,34813,2D0737,"CARDINAL HEALTH 200, LLC",396.0,12.0
606636,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.23,1.0
647973,2025-10,34813,2D0737,"CARDINAL HEALTH 414, LLC",66.0,2.0
MA2170,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",528.0,16.0
834815,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
AG8738,2024-11,34813,2D0737,UNKNOWN,99.0,3.0
MN2001,2025-10,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",264.3,30.0
661206,2025-09,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",215.82,6.0
WV0062,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",198.0,6.0
AB8122,2025-10,34813,2D0737,"CARDINAL HEALTH 414, LLC",364.86,6.0
799963,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",10923.0,331.0
AZ2085,2024-01,34813,2D0737,UNKNOWN,6198.13,1129.0
606404,2024-01,34813,2D0737,CARDINAL HEALTH 213 INC,2409.0,438.0
PA2196,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",6447.39,789.0
742130,2025-02,34813,2D0737,HOSPITALS SERVICES EXPENSES,396.0,72.0
AO3542,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",453.6000000000001,80.0
643797,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",1409.6,160.0
643797,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",1744.46,198.0
742092,2024-03,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",30.3,1.0
655558,2025-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",5778.3,1103.0
IA2184,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
821558,2025-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",132.0,4.0
IA0002,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",396.0,12.0
765270,2024-10,34813,2D0737,UNKNOWN,363.0,11.0
KY2006,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",4455.0,135.0
WV0036,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2211.0,67.0
620029,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",903.2099999999999,17.0
841097,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",52.88,1.0
709158,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1380.0,46.0
CA2024,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",1377.0,45.0
809161,2024-05,34813,2D0737,"CARDINAL HEALTH 200, LLC",165.0,5.0
CA2036,2025-03,34813,2D0737,"CARDINAL HEALTH 200, LLC",459.0,15.0
685578,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",429.0,13.0
828059,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",99.0,3.0
AR0067,2024-09,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",60.6,2.0
709514,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5.552,1.0
MN2049,2024-10,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",60.6,2.0
TN0186,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.16,1.0
AT2479,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",44.05,5.0
BA8287,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.0,2.0
MA2011,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.0,2.0
WA2038,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",634.5600000000001,12.0
655558,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",3794.8,744.0
SC0047,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",908.5600000000003,164.0
MD0103,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",990.0,30.0
667853,2025-02,34813,2D0737,UNKNOWN,2508.0,76.0
709160,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",189.0,16.0
FL0161,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",1254.0,38.0
NY2045,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",3960.0,120.0
MN5050,2025-01,34813,2D0737,"CARDINAL HEALTH 414, LLC",4620.0,840.0
653673,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",319.0,58.0
CO2004,2024-03,34813,2D0737,UNKNOWN,875.53,166.0
FL0161,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",1650.0,50.0
FL0186,2025-09,34813,2D0737,UNKNOWN,6600.0,200.0
AG1283,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2838.0,516.0
FL0345,2025-11,34813,2D0737,UNKNOWN,1749.0,53.0
KY2006,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",3168.0,96.0
605386,2024-02,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",1122.0,204.0
NC0106,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",252.0,8.0
OR2008,2024-10,34813,2D0737,"CARDINAL HEALTH 200, LLC",856.8000000000002,28.0
669680,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",390.0,13.0
834814,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
WV0036,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1980.0,60.0
DC0005,2025-09,34813,2D0737,"CARDINAL HEALTH 414, LLC",247.8,8.0
AI8186,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",25.25,5.0
NC0019,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.33,1.0
699297,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",346.57,7.0
685258,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",233.31,7.0
NC0090,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",222.39999999999998,40.0
MN2007,2025-01,34813,2D0737,"CARDINAL HEALTH 414, LLC",385.0,70.0
TN0061,2024-01,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1347.75,25.0
NC0143,2025-01,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,559.57,11.0
637480,2024-05,34813,2D0737,"CARDINAL HEALTH 200, LLC",53.57,1.0
816278,2025-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",52.88,1.0
NC0019,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.38,6.0
821686,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",726.0,22.0
OH2025,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",2767.0800000000004,129.0
721165,2025-01,34813,2D0737,UNKNOWN,495.0,15.0
644406,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5543.891,163.0
MI2191,2024-06,34813,2D0737,"CARDINAL HEALTH 414, LLC",499.5,90.0
685258,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",599.94,18.0
736265,2025-08,34813,2D0737,UNKNOWN,957.0,29.0
742287,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",660.0,20.0
IL2191,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",198.0,6.0
NY2050,2025-09,34813,2D0737,"CARDINAL HEALTH 414, LLC",99.0,3.0
SC0047,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",1141.2400000000002,206.0
763149,2024-04,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,68.653,2.0
709160,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",460.0,92.0
FL0046,2025-11,34813,2D0737,UNKNOWN,1155.0,35.0
TN0186,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.34,2.0
TX0436,2025-12,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",1501.95,31.0
CA2601,2024-08,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",1212.0,40.0
BA4396,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",756.0,14.0
IL0012,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",297.0,9.0
781393,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",264.0,8.0
844934,2025-04,34813,2D0737,"CARDINAL HEALTH 200, LLC",244.8,8.0
809162,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",429.0,13.0
NY2033,2024-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",363.0,11.0
AG8738,2025-07,34813,2D0737,UNKNOWN,132.0,4.0
649486,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",159.42000000000002,3.0
831339,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",1183.8200000000002,22.0
709159,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",504.0,16.0
763741,2024-05,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",26.73,3.0
AB3202,2024-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.0,1.0
AK2003,2024-08,34813,2D0737,"CARDINAL HEALTH 414, LLC",322.02,6.0
661860,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",800.4000000000001,15.0
AT2053,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",176.0,32.0
643795,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",54.15,1.0
763778,2025-11,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",52.86,6.0
WA2025,2024-04,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",363.6,12.0
834810,2025-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",891.0,27.0
636002,2024-04,34813,2D0737,UNKNOWN,1105.5,201.0
703019,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",1782.0,324.0
844934,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",0.0,0.0
645993,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",3286.8,106.0
742130,2025-01,34813,2D0737,HOSPITALS SERVICES EXPENSES,561.0,87.0
FL2450,2024-10,34813,2D0737,UNKNOWN,495.0,15.0
742130,2024-02,34813,2D0737,HOSPITALS SERVICES EXPENSES,330.0,60.0
MD0002,2025-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",2398.5,45.0
643795,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",162.45,3.0
AO3542,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",368.461,65.0
631298,2025-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",1122.0,34.0
721165,2024-11,34813,2D0737,UNKNOWN,396.0,12.0
600124,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",165.0,5.0
825507,2025-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",67.16,2.0
IL2017,2024-06,34813,2D0737,"CARDINAL HEALTH 414, LLC",2772.0,84.0
620029,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",1275.12,24.0
SD2015,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
821707,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",264.0,8.0
NC0068,2024-06,34813,2D0737,CARDINAL HEALTH 213 INC,33.0,1.0
CA2581,2025-04,34813,2D0737,"CARDINAL HEALTH 414, LLC",2273.84,43.0
644409,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",136.04,4.0
721170,2025-09,34813,2D0737,UNKNOWN,454.5,90.0
705079,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",213.44,4.0
688248,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",211.51999999999998,4.0
CA0038,2024-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",183.24,36.0
784528,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1057.2,20.0
WA2040,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",53.53,1.0
709514,2024-01,34813,2D0737,UNKNOWN,606.87,9.0
816278,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",220.25,25.0
MA2011,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.0,1.0
MD2001,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",158.64,3.0
NC0042,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1403.22,41.0
650914,2025-11,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1886.7899999999997,327.0
FL2056,2025-04,34813,2D0737,"CARDINAL HEALTH 414, LLC",2538.24,48.0
PA2196,2025-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3938.0,686.0
838538,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",6029.999999999999,200.0
TX0058,2025-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",373.52,7.0
MD2213,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",846.0799999999999,16.0
821005,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.66,2.0
CA2047,2025-03,34813,2D0737,"CARDINAL HEALTH 200, LLC",311.1,16.0
MD2001,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",158.64000000000001,3.0
834814,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",99.0,3.0
AM8244,2025-09,34813,2D0737,"CARDINAL HEALTH 414, LLC",396.0,72.0
AB3202,2025-04,34813,2D0737,HOSPITALS SERVICES EXPENSES,693.0,21.0
711828,2024-08,34813,2D0737,"TRI-ANIM HEALTH SERVICES, INC.",68.67,1.0
VA0022,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",264.4,5.0
782133,2024-02,34813,2D0737,"CARDINAL HEALTH 200, LLC",4524.12,43.0
743695,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1650.0,50.0
CA0038,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",1440.18,162.0
821414,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",792.0,24.0
699171,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",507.6,18.0
784553,2025-05,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,34.32,1.0
OH2064,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1564.46,46.0
742283,2024-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
MN2007,2025-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",121.0,22.0
AT4570,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",125.36099999999999,4.0
674300,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",2115.2,40.0
685258,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",365.20000000000005,11.0
837803,2024-10,34813,2D0737,MCKESSON MEDICAL-SURGICAL INC.,172.84,2.0
AE0997,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",107.86,2.0
657850,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",99.0,3.0
MI2033,2024-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",363.0,11.0
WI2005,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",157.5,5.0
705079,2025-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",160.08,3.0
CA2677,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",1393.8000000000002,46.0
CT2322,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",825.0,25.0
CA2704,2024-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",1060.5,35.0
FL0111,2025-01,34813,2D0737,UNKNOWN,528.0,16.0
631298,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",528.0,16.0
671351,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",57.584999999999994,10.0
MN2007,2024-06,34813,2D0737,"CARDINAL HEALTH 414, LLC",385.0,70.0
658415,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",370.02,7.0
FL2450,2025-07,34813,2D0737,UNKNOWN,297.0,9.0
638396,2025-11,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",15878.939999999999,491.0
721206,2024-11,34813,2D0737,UNKNOWN,462.0,14.0
FL2221,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",9348.2,189.0
NY5035,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",330.0,10.0
AK2003,2024-01,34813,2D0737,"CARDINAL HEALTH 414, LLC",429.36,8.0
OR2026,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5243.98,98.0
AQ9799,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1102.5,35.0
CA2047,2024-11,34813,2D0737,"CARDINAL HEALTH 200, LLC",56.1,6.0
AZ2044,2024-10,34813,2D0737,"CARDINAL HEALTH 200, LLC",606.0,20.0
716276,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.99,1.0
IL2013,2024-08,34813,2D0737,"CARDINAL HEALTH 414, LLC",33.99,1.0
OR2008,2024-02,34813,2D0737,"CARDINAL HEALTH 200, LLC",792.0,24.0
AG8738,2024-10,34813,2D0737,UNKNOWN,132.0,4.0
AI1089,2025-03,34813,2D0737,MCKESSON CORPORATION,113.0,1.0
OH2067,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",102.03,3.0
