report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2099884-001A1,CABLE EKG 1.8M AHA F/CARESCAPE ONE,PHYSIOLOGICAL MONITORING SYSTEMS,4400.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",755571-HEL,GAS CALIBRATION CALIBRATION MONITOR 54.5% O2 36% N2O 5% CO2 2% DESFLURANE BALANCE N2 F/CAPNOMAC ULTIMA CARDIO CAP 5 EA,PHYSIOLOGICAL MONITORING SYSTEMS,13402.560000000003,27
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",871251-HEL,SIMULATOR NEUROMUSCULAR NMT EA,PHYSIOLOGICAL MONITORING SYSTEMS,5606.3099999999995,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2039019-001,DOOR MONITOR BATTERY F/APEXPRO FH/DT 4500 DATASCOPE,PHYSIOLOGICAL MONITORING SYSTEMS,13582.55,58
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2103987-002,KIT CABLE PULSE OXIMETER 0.9M SPO2 F/CARESCAPE MASIMO,PHYSIOLOGICAL MONITORING SYSTEMS,23599.16,12
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5805686,MONITOR VITAL SIGN CARESCAPE B450 MBA323 ATO MODEL 2-ACQUISITION MODULE V 3.1,PHYSIOLOGICAL MONITORING SYSTEMS,141055.6,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",DISCOUNT,DISCOUNT,PHYSIOLOGICAL MONITORING SYSTEMS,45533.94,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",422200-001,RECEIVER TELEMETRY APEX PRO SUBSYS 560-614MHZ,PHYSIOLOGICAL MONITORING SYSTEMS,495.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2014448-001,ARM MONITOR WALL MOUNT LOCKING SUSPENSION SYSTEM NO CHANNEL F/DASH VHM EA,PHYSIOLOGICAL MONITORING SYSTEMS,7906.78,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1206530,UNIT CHASSIS FRONT E-SCAIO E-SCO F/PATIENT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,9411.97,7
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2095511-001,SET MODULE MONITOR MASIMO SPO2 F/CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1800.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2011432-001,ASSY EMERALD TRAM CHUTE,PHYSIOLOGICAL MONITORING SYSTEMS,500.65,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5364342R,DISPLAY MONITOR PANEL 18IN LEFT FLAT,PHYSIOLOGICAL MONITORING SYSTEMS,17077.3,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2026653-004,DISPLAY MONITOR FRU DASH 4K NECK ASSAY MODEL 3000,PHYSIOLOGICAL MONITORING SYSTEMS,220.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5364343R,DISPLAY MONITOR REWORKED 18IN RIGHT ARM TOUCHSCREEN MONOCHROME EA,PHYSIOLOGICAL MONITORING SYSTEMS,5000.0,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2081850-001,ROLL STAND MONITOR 41IN ASSEMBLED F/VC150 DINAMAP CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,8384.470000000001,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",E8007DC,KIT MONITOR VITAL SIGN W/IVY 7600 GARDIAC TRIGGER W/O RECORDER,PHYSIOLOGICAL MONITORING SYSTEMS,36000.0,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2106825-001,PAPER MONITORING/RECORDING THERMAL ROLL BLANK 57.2MM X 24.4M 10RL/CA SIGNAL TIME INDICATOR,PHYSIOLOGICAL MONITORING SYSTEMS,33.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",IMAGE CAPTURE,UNIT VITAL SIGN IMAGE CAPTURE EA,PHYSIOLOGICAL MONITORING SYSTEMS,13640.0,11
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2073242-001,KIT ADAPTER MONITOR W/PIVOT ARM WALL F/VC150 DINAMAP CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1522.5,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",60500004110S,KIT SENSOR GAS ANESTHESIA O2 STABLE LINEAR OUTPUT SIGNAL EA,PHYSIOLOGICAL MONITORING SYSTEMS,10515.06,31
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",Z10028-001,CONVERTER MEDIA,PHYSIOLOGICAL MONITORING SYSTEMS,6408.04,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2031069-009,HOUSING MONITOR TOP W/MANFOLD HOSE F/PATIENT DATA MODULE,PHYSIOLOGICAL MONITORING SYSTEMS,3371.84,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2073244-001,KIT ROLL STAND MONITOR COVER W/CHANNEL F/DINAMAP EA,PHYSIOLOGICAL MONITORING SYSTEMS,75.45,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",422480-001,KIT LABEL MEDICAL ADHESIVE POLYCARBONATE F/DASH 3000 SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,125.9,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",EX134305,HOLDER MONITOR THERMOMETER SELF LOCKING WALL-MOUNT KEYLESS EA,PHYSIOLOGICAL MONITORING SYSTEMS,100.32,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2008329-001,COVER MONITOR 400MM BP SPO2 TEMPERATURE ENGLISH LANGUAGE-DISPLAY PLASTIC CONTINENTAL ACRYLIC 71 F/CARESCAPE V100 EA,PHYSIOLOGICAL MONITORING SYSTEMS,6382.25,26
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2017784-002,CASTER EKG FIXED ANTI-STATIC MODEL EA,PHYSIOLOGICAL MONITORING SYSTEMS,247.0,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5697399-003,MONITOR VITAL SIGN MAI800 INTEGRATED EA,PHYSIOLOGICAL MONITORING SYSTEMS,35022.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2105280-004,MONITOR VITAL SIGN BASE,PHYSIOLOGICAL MONITORING SYSTEMS,2321.7,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2112888-005,CANNULA NASAL ADULT CAPNOFLEX CO2 LOW FLOW PVC PLASTISOL ACRYLIC POLYCARBONATE POLYPROPYLENE NICKEL-PLATED BRASS LATEX-FREE PVC SINGLE PATIENT USE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,685.26,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",RESTOCKING FEE,FEE EQUIPMENT RENTAL RESTOCKING,PHYSIOLOGICAL MONITORING SYSTEMS,1208.91,14
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2104297-001,SET SPIROMETER INCENTIVE D-LITE++ 2M 150-2000ML TIDAL ADULT W/PRE-ATTACHED SENSOR GAS SAMPLING TUBE 20/BX,PHYSIOLOGICAL MONITORING SYSTEMS,407.04,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2073250-002,ROLL STAND MONITOR PROCARE 41IN F/V100 DINAMAP CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,17724.74,39
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",8002717,KIT NEUROMUSCULAR NMT START UP F/CARESCAPE B450 B650 B850 V3.1 EA,PHYSIOLOGICAL MONITORING SYSTEMS,385.32,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",CF-8004462,LINE GAS SAMPLING VITAL SIGNS EXHAUST 41IN GAS RETURN/SCAVENGING COLDER FITTING,PHYSIOLOGICAL MONITORING SYSTEMS,486.49,4
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",884515-HEL,PLUG MONITOR TEMP. TEST PLUGS 25/45C,PHYSIOLOGICAL MONITORING SYSTEMS,1443.57,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2104178-002,CABLE MONITOR 400 SERIES 1.7FT TEMPERATURE 2-ADAPTER EA,PHYSIOLOGICAL MONITORING SYSTEMS,882.18,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5697231,ASSEMBLY PATIENT MONITORING WHOLE FRU,PHYSIOLOGICAL MONITORING SYSTEMS,45790.0,4
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2063806-013,PRINTER MONITOR 2IN PRN50-M+ STRIP AMR P/C EA,PHYSIOLOGICAL MONITORING SYSTEMS,15895.4,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",MS INSTALLATION,INSTALLATION MICROSOFT,PHYSIOLOGICAL MONITORING SYSTEMS,3803.09,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",755534-HEL,REGULATOR GAS CYLINDER D-GATE CALIBRATION LATEX-FREE DEHP-FREE EA,PHYSIOLOGICAL MONITORING SYSTEMS,309.01,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2037103-097,BOARD PULSE OXIMETER NELL1-SR FIELD REPLACEMENT UNIT SPO2 PRINTED CIRCUIT SATSECOND ALARM MANAGEMENT SENSOR W/STICKER LABEL F/NELLCOR CARESCAPE V100 MONITOR ROHS EA,PHYSIOLOGICAL MONITORING SYSTEMS,2220.12,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",REMOTE,REMOTE CONTROL GENERIC PTO MODEL,PHYSIOLOGICAL MONITORING SYSTEMS,9360.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",8002174,TRAP WATER DISPOSABLE F/MINI-C MODULE D-FEND 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,55625.51000000002,189
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2068581-001,MONITOR VITAL SIGN CARESCAPE VC150 ATO MODEL F/PATIENT MONITORING SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,132324.35,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",419454-002,CASE MONITOR COVER UV RESISTANT F/BP MACHINE TOP HOSING CAM 14 EA,PHYSIOLOGICAL MONITORING SYSTEMS,28.57,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2004095-001,ASSY DASH HANDLE W/O LIGHT W/O ANTENNA,PHYSIOLOGICAL MONITORING SYSTEMS,345.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",B450,MONITOR VITAL SIGN CARESCAPE CONFIGURABLE FLEXIBLE SCALABILITY F/INTENSIVE CARE EA,PHYSIOLOGICAL MONITORING SYSTEMS,101829.66,11
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2104179-001,CABLE MONITOR 400 SERIES 12FT TEMPERATURE 1-ADAPTER F/DISPOSABLE PROBE EA,PHYSIOLOGICAL MONITORING SYSTEMS,14486.579999999998,40
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2014437-008,FOOT MONITOR FIELD REPLACEMENT UNIT EA,PHYSIOLOGICAL MONITORING SYSTEMS,1729.77,8
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2037103-005,ASSEMBLY MONITOR FIELD REPLACEMENT UNIT PRINTER F/CARESCAPE V100 EA,PHYSIOLOGICAL MONITORING SYSTEMS,476.18,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",888418,SENSOR MONITOR 1FT ADULT M-NEUROMUSCULAR TRANSMISSION MECHANOSENSOR CHANNEL EA,PHYSIOLOGICAL MONITORING SYSTEMS,10843.670000000002,9
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",SHIPPING & HANDLING,FEE EQUIPMENT RENTAL SHIPPING HANDLING CHARGE,PHYSIOLOGICAL MONITORING SYSTEMS,301.18,11
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5697069,MODULE MONITOR E-SCAIO-00 RESPIRATORY ENGLISH USA,PHYSIOLOGICAL MONITORING SYSTEMS,25200.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2099661-001D3,PROBE TEMPERATURE 3M DUAL DISPOSABLE F/CARESCAPE ONE,PHYSIOLOGICAL MONITORING SYSTEMS,3062.26,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2106305-001,CABLE EKG TRUNK 12FT 3/5-LEAD AHA EA,PHYSIOLOGICAL MONITORING SYSTEMS,12953.610000000002,26
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2037103-062,KIT MONITOR FIELD REPLACEMENT UNIT FRONT ENGLISH F/CARESCAPE V100 FASCIA EA,PHYSIOLOGICAL MONITORING SYSTEMS,3519.65,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2001727-006,AMPLIFIER MONITOR 560-614MHZ LOW-NOISE LED VOLTAGE REGULATOR ROLL-OFF NON-SLIP CORROSION-RESISTANT W/FILTER F/APEXPRO EA,PHYSIOLOGICAL MONITORING SYSTEMS,1015.19,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2035702-001,ASSEMBLY PRINTER EKG 1600 EA,PHYSIOLOGICAL MONITORING SYSTEMS,736.03,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5697399-028,MONITOR VITAL SIGN MAI800 FORKLIFT CIC TO CSCS V3 INTEGRATED EA,PHYSIOLOGICAL MONITORING SYSTEMS,33818.04,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2097307-002,LINE GAS SAMPLING 3M PVC POLYETHYLENE PVC DISPOSABLE F/ANESTHESIA DELIVERY 10/PK,PHYSIOLOGICAL MONITORING SYSTEMS,143.61,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1235165,MODULE MONITOR ENGLISH F/E-ENMT-01 NEUROMUSCULAR TRANSMISSION EA,PHYSIOLOGICAL MONITORING SYSTEMS,4420.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2021926-009,HANDLE MONITOR FIELD REPLACEMENT UNIT PRO V2 TRANSPORT PLASTIC EA,PHYSIOLOGICAL MONITORING SYSTEMS,2847.3199999999997,7
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5433639,MONITOR VITAL SIGN REPLACEMENT 18-19IN TOUCHSCREEN-DISPLAY F/9900 C-ARM EA,PHYSIOLOGICAL MONITORING SYSTEMS,35502.8,4
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2080557-001,ASSEMBLY MONITOR CABLE LONG 3.6M EKG 3-LEAD NEO AHA EA,PHYSIOLOGICAL MONITORING SYSTEMS,1818.75,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",418633-001,BEZEL MONITOR FRONT-DISPLAY LABELING PLASTIC F/DASH 3000 EA,PHYSIOLOGICAL MONITORING SYSTEMS,1500.08,7
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2068729-004,COVER PROBE F/WELCH ALLYN 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,338.38,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2104178-001,CABLE MONITOR 400 SERIES 1.7FT TEMPERATURE 1-ADAPTER EA,PHYSIOLOGICAL MONITORING SYSTEMS,2824.12,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2108172-001-596174,"MONITOR, CARESCAPE V100 W/NELCOR EXERGEN PRINTER",PHYSIOLOGICAL MONITORING SYSTEMS,2631.72,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2042084-001,MODULE MONITOR MASIMO NON-ORDERABLE NON-INVASIVE GENERIC ATO MODEL F/PATIENT DATA EA,PHYSIOLOGICAL MONITORING SYSTEMS,30114.16,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",403496-001,CABLE MONITOR 15FT FLEXIBLE TEAR RESISTANCE COLOR-CODED F/TRAM TO TRANSPORT COILED ASSEMBLY MODULE EA,PHYSIOLOGICAL MONITORING SYSTEMS,3312.9,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1200227,TRAP WATER D-FEND PRO+ CO2 GREEN F/RESPIRATORY MODULE,PHYSIOLOGICAL MONITORING SYSTEMS,82182.23000000001,306
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2001495-001,SENSOR MONITOR PATIENT EA,PHYSIOLOGICAL MONITORING SYSTEMS,80.75,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2106310-001,CABLE EKG TRUNK 12FT 3/5-LEAD AHA W/ESU FILTER EA,PHYSIOLOGICAL MONITORING SYSTEMS,6535.62,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2017008-002,HOSE BLOOD PRESSURE 2.5M PEDIATRIC ADULT 2-TUBE PVC JACKET GRAY F/NIBP MARQUETTE LATEX-FREE NON-STERILE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1679.4,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2050460-008,TRANSCEIVER MONITOR APEXPRO FH AHA 3ED,PHYSIOLOGICAL MONITORING SYSTEMS,87118.278,24
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",1006-4192-000,HOOK GAS ANESTHESIA DOVETAIL SURFACE MOUNT F/RAIL SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,38.849999999999994,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2042925-026,DISPLAY MONITOR D19KT 19IN TOUCHSCREEN F/B850 CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,27326.94,4
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",11111001-001,PLUG MONITOR DT-4500 INPUT OUTPUT PORT THERMOPLASTIC ELASTOMER 5/BX,PHYSIOLOGICAL MONITORING SYSTEMS,101.45,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",TRADE-IN,TRADE IN,PHYSIOLOGICAL MONITORING SYSTEMS,3000.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1127542,MODULE MONITOR E-IS-01 REFURBISHED F/E-BIS EA,PHYSIOLOGICAL MONITORING SYSTEMS,42378.88,5
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2009840-024,LABEL ADHESIVE VINYL WHITE CURVED EDGE F/PATIENT MONITORING SYSTEMS 64/SHEET,PHYSIOLOGICAL MONITORING SYSTEMS,154.45999999999998,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2044860-018,CABLE MONITOR TAT5000S TRANSISTOR TO TRANSISTOR LOGIC EA,PHYSIOLOGICAL MONITORING SYSTEMS,1251.0,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2068729-002,PROBE TEMPERATURE ORAL W/WELL 9FT CORD F/WELCH ALLYN EA,PHYSIOLOGICAL MONITORING SYSTEMS,548.2,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2082747-002,CABLE MONITOR 3.6M SPO2 F/NELLCOR CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,15496.0,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1115512,FRAME MONITOR 5-SLOT MODULE RACK F/F5 B850 INTEGRATION CARESTATION EA,PHYSIOLOGICAL MONITORING SYSTEMS,1280.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2099660-001E3,CABLE PRESSURE MONITOR 3.6M DUAL F/CARESCAPE EDWARDS,PHYSIOLOGICAL MONITORING SYSTEMS,5504.34,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1121204,MODULE MONITOR MASIMO SET E-MASIMO-00 SPO2 EA,PHYSIOLOGICAL MONITORING SYSTEMS,1796.32,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",MASIMO-RD-4078,CABLE PULSE OXIMETER RD RAINBOW SET SIZE 25R 12FT F/CS ONE EA,PHYSIOLOGICAL MONITORING SYSTEMS,14157.5,3
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2031240-001,KIT IMAGER BARCODE SCANNER 2D ENGLISH F/MAC 5500 SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,164677.71999999994,88
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2015527-001,ASSEMBLY MONITOR ROLLER FIELD REPLACEMENT UNIT F/170 SERIES EA,PHYSIOLOGICAL MONITORING SYSTEMS,661.36,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",5514182,LINE GAS SAMPLING 3.3FT CONICAL EXHAUST COLDER WHITE DISPOSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,148.01,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2021406-002,CABLE PULSE OXIMETER 1.2M SPO2 SMART EXTENSION F/NELLCOR OXIMAX EA,PHYSIOLOGICAL MONITORING SYSTEMS,435.17,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2103987-001,KIT CABLE PULSE OXIMETER 1.8M SPO2 F/CARESCAPE MASIMO,PHYSIOLOGICAL MONITORING SYSTEMS,8500.86,4
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2037103-083,BOARD MONITOR FIELD REPLACEMENT UNIT SPO2 MAIN CIRCUIT V 1.5 F/CARESCAPE V100 EA,PHYSIOLOGICAL MONITORING SYSTEMS,1203.09,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",107400,CASTER CART 72MM CLEAR F/003215 PRO 100-400 BLUE ROLESTAND EA,PHYSIOLOGICAL MONITORING SYSTEMS,550.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2106308-001,CABLE EKG TRUNK 12FT 12-LEAD AHA EA,PHYSIOLOGICAL MONITORING SYSTEMS,224.81,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2086113-001,KIT MONITOR PLASTIC F/B450 CARESCAPE PATIENT MONITORING SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,4543.36,10
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",SAM,MODULE MONITOR SAM GENERIC PTO MODEL,PHYSIOLOGICAL MONITORING SYSTEMS,157.70000000000002,36
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",M1174413,SENSOR MONITOR EASYFIT ENTROPY DISPOSABLE F/PATIENT MONITORING SYSTEM 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,382.46,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",H8038BW,KIT PRINTER SONY UP-D898 3 1/2IN X 6 1/8IN X 6 1/2IN BLACK WHITE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1405.0,2
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",CE2022004,TRAINING MEDICAL MS ONSITE CLINICAL 1 DAY F/B125 V3 PATIENT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,2500.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2083083-001,FEE EQUIPMENT RENTAL CALOBRACE PLASTIC SURGERY CUSTOM INSTALL CHARGE EA,PHYSIOLOGICAL MONITORING SYSTEMS,11324.39,10
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",885941,TECH SLOT B-NET,PHYSIOLOGICAL MONITORING SYSTEMS,1080.0,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",6660000-666,PORTRAIT VSM ATO MODEL- PRICING VARIES UPON CONFIGURATION,PHYSIOLOGICAL MONITORING SYSTEMS,19520.0,6
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2026653-034,INVERTER MONITOR DISPLAY F/DASH 5000 TRANSPORT PRO EA,PHYSIOLOGICAL MONITORING SYSTEMS,346.18,1
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2099884-001A3,CABLE EKG 3.6M AHA F/CARESCAPE ONE,PHYSIOLOGICAL MONITORING SYSTEMS,12301.04,7
Monitoring,GE,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",2038172-027,MONITOR VITAL SIGN CARESCAPE V100 NELLCOR SPO2 W/PRINTER EA,PHYSIOLOGICAL MONITORING SYSTEMS,2464.32,1
