term_order,term_key,term_label,is_ct_mapped,match_evidence_fields,Transaction_Date,Month,Base_Spend,Quantity,unit_price,Product_Description_Backfilled,Facility_Product_Description,Facility_Manufacturer_Name,Facility_Vendor_Name,Facility_Manufacturer_Catalog_Num,Facility_Vendor_Catalog_Num,Brand_Name,Manufacturer_Name,Manufacturer_Top_Parent_Name,Vendor_Name,Vendor_Top_Parent_Name,Manufacturer_Catalog_Number,Vendor_Catalog_Number,Contract_Category,product_group_category,product_subcategory1,product_subcategory2,product_subcategory3,UNSPSC_Segment_Code,UNSPSC_Segment_Description,UNSPSC_Class_Code,UNSPSC_Class_Description,UNSPSC_Commodity_Code,UNSPSC_Commodity_Description
4,REVOLUTION_HD,Revolution HD,True,backfilled_description,2024-07-01,2024-07,7236.36,1.0,7236.36,115.0000.82003 - GE CT REVOLUTION HD SYS. ID 973831REVHD,115.0000.82003 - GE CT REVOLUTION HD SYS. ID 973831REVHD,NULL,GE HEALTHCARE - CAPITAL,NULL,SVC10,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,UNKNOWN,,,,,0,Unknown,0,Unknown,0,Unknown
4,REVOLUTION_HD,Revolution HD,True,backfilled_description,2025-06-11,2025-06,795.75,0.0,,"FREIGHT: SERIAL#:, REVOLUTION HD 2000, PROBLEM DESCR: PATIENT USE - IT STARTED WORKING AFTER IT WAS","FREIGHT: SERIAL#:, REVOLUTION HD 2000, PROBLEM DESCR: PATIENT USE - IT STARTED WORKING AFTER IT WAS",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,187459,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,UNKNOWN,,,,,0,Unknown,0,Unknown,0,Unknown
4,REVOLUTION_HD,Revolution HD,True,backfilled_description,2024-12-17,2024-12,795.75,1.0,795.75,"FREIGHT: SERIAL#:, REVOLUTION HD 2000, PROBLEM DESCR: PATIENT USE - IT STARTED WORKING AFTER IT WAS","FREIGHT: SERIAL#:, REVOLUTION HD 2000, PROBLEM DESCR: PATIENT USE - IT STARTED WORKING AFTER IT WAS",NULL,GE PRECISION HEALTHCARE LLC,NF,187459,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,UNKNOWN,,,,,0,Unknown,0,Unknown,0,Unknown
4,REVOLUTION_HD,Revolution HD,True,backfilled_description,2025-02-03,2025-02,202.8,0.5,405.6,"LABOR: SERIAL#:, REVOLUTION HD 1700, PROBLEM DESCR: ADD NEW PACS DESTINATION,  L","LABOR: SERIAL#:, REVOLUTION HD 1700, PROBLEM DESCR: ADD NEW PACS DESTINATION,  L",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,SERVICE,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,UNKNOWN,,,,,0,Unknown,0,Unknown,0,Unknown
5,REVOLUTION_FRONTIER_ES,Revolution Frontier ES,True,backfilled_description,2024-10-01,2024-10,659022.2,1.0,659022.2,FRONTIER LIFT FOR VCT,FRONTIER LIFT FOR VCT,NULL,GE PRECISION HEALTHCARE LLC,NULL,MATERIAL Q2008857082,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201511,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SCANNERS OR TUBES
8,MAXIMA,Maxima,True,backfilled_description,2024-07-23,2024-07,688020.2,1.0,688020.2,REVOLUTION MAXIMA 72KW AND ACCESSORIES AS LISTED I,REVOLUTION MAXIMA 72KW AND ACCESSORIES AS LISTED I,GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,S7881AY,S7881AY,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-09-30,2025-09,639470.93,1.0,639470.93,REVOLUTION MAXIMA 72KW,REVOLUTION MAXIMA 72KW,UNKNOWN,GE PRECISION HEALTHCARE LLC,S7881AY,S7881AY,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-10-29,2024-10,604622.12,1.0,604622.12,REVOLUTION MAXIMA HIGH POWER,REVOLUTION MAXIMA HIGH POWER,GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,S7881AS,QUOTE 2008588398.7,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-01-16,2024-01,597653.09,1.0,597653.09,REVOLUTION MAXIMA CT,REVOLUTION MAXIMA CT,GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,2009834191.2,2009834191.2,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-04-18,2025-04,498470.0,1.0,498470.0,CT - REVOLUTION MAXIMA GE,CT - REVOLUTION MAXIMA GE,GE HEALTHCARE,GE MEDICAL SYSTEMS,QUOTE - 2010526225.9,80% UPON DELIVERY IN SPRING 2025,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-02-13,2025-02,478400.0,1.0,478400.0,REVOLUTION MAXIMA 72KW,REVOLUTION MAXIMA 72KW,GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,S7881AY,S7881AY,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-06-23,2025-06,443558.4,1.0,443558.4,REVOLUTION MAXIMA CT AND ACCESSORIES FOR CANCER SERVICE LINE PROJECT,REVOLUTION MAXIMA CT AND ACCESSORIES FOR CANCER SERVICE LINE PROJECT,MISC MANUFACTURER,GE PRECISION HEALTHCARE LLC,S7881AS * SEE NOTES,PER Q# : 2009141428.6,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-06-17,2025-06,443558.4,1.0,443558.4,REVOLUTION MAXIMA CT AND ACCESSORIES FOR CANCER SERVICE LINE PROJECT,REVOLUTION MAXIMA CT AND ACCESSORIES FOR CANCER SERVICE LINE PROJECT,MISC MANUFACTURER,GE PRECISION HEALTHCARE LLC,S7881AS * SEE NOTES,PER Q# : 2009141428.6,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-08-22,2024-08,325862.61,1.0,325862.61,GE MAXIMA CT SCANNER,GE MAXIMA CT SCANNER,UNKNOWN,GE HEALTHCARE,UNKNOWN,QUOTE 2010361703 5,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-06-01,2025-06,105477.0,1.0,105477.0,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),UNKNOWN,GE PRECISION HEALTHCARE LLC,S-15467,SERVICE,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-12-09,2024-12,24265.0,1.0,24265.0,CT REVOLUTION MAXIMA SERVICE AGREEMENT 10.1.25 - 12.31.25,CT REVOLUTION MAXIMA SERVICE AGREEMENT 10.1.25 - 12.31.25,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,302653MAX,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-01-01,2025-01,11314.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-05-06,2025-05,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE # 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-05-06,2025-05,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE ID: 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-04-07,2025-04,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE # 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-04-07,2025-04,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE ID: 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-03-27,2025-03,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE # 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-03-27,2025-03,8789.75,1.0,8789.75,SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),SERVICE - GEHC CT REVOLUTION MAXIMA (CSPL75),GE HEALTHCARE,GE PRECISION HEALTHCARE LLC,QUOTE ID: 6E665E2,PO EXPIRES 05.14.26,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-06-17,2025-06,6455.28,0.0,,803992REV-REVOLUTION MAXIMA MOBILE WSOFULLCREDIT REBILL,803992REV-REVOLUTION MAXIMA MOBILE WSOFULLCREDIT REBILL,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,UNKNOWN,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-05-04,2025-05,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-04-30,2025-04,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-03-03,2025-03,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-02-28,2025-02,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-12-31,2024-12,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2024-12-31,2024-12,6455.28,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL - 1ST PRORATED MONTH. 11/20/2024 - 11/30/2024,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-05-04,2025-05,6385.14,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
8,MAXIMA,Maxima,True,backfilled_description,2025-05-04,2025-05,4859.0,0.0,,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,SID 803992REV GE REVOLUTION MAXIMA CT @ CIS ROCK HILL -  MONTHS 2-7 12/01/2024 - 05/31/2025,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
